V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_72m9Lbeljfso9Fj,Default Response Set,Anonymous,,,24.35.56.248,0,21/02/2017 8:37,21/02/2017 8:45,1,1,5,5,4,5,3,3,4,3,4,2,3,5,5,5,3,2,3,3,3,5,5,3,3,5,2,3,3,3,5,2,3,4,3,4,4,4,3,4,3,4,3,4,4,4,3,3,4,3,3,3,3,4,3,3,3,6,4,5,4,3,2,3,4,2,2,1,2,2,3,2,56,US citizen,15,6,6,6,3
R_1YP3mfZa3ptCSCV,Default Response Set,Anonymous,,,173.63.75.215,0,21/02/2017 8:36,21/02/2017 8:46,1,1,5,5,6,5,4,3,3,3,3,5,2,2,6,6,5,3,4,2,2,6,2,1,2,6,5,3,5,4,4,4,5,3,3,4,3,4,4,3,2,5,5,4,3,3,4,4,2,2,2,2,2,3,3,3,3,2,7,2,1,7,1,5,4,2,1,2,4,5,3,1,39,White,9,4,4,4,1
R_9AJlUd5ftAxXwax,Default Response Set,Anonymous,,,73.251.171.69,0,21/02/2017 8:38,21/02/2017 8:46,1,1,6,6,7,6,1,1,1,6,4,3,1,7,6,5,6,1,5,2,2,5,2,4,1,5,3,1,3,2,4,4,3,1,4,4,3,4,4,4,3,4,3,3,4,3,2,2,4,2,4,5,4,3,3,4,4,2,1,4,2,4,1,3,4,2,1,1,5,5,4,2,43,Caucasian,5,3,4,4,3
R_0v1kMCitgOObSYt,Default Response Set,Anonymous,,,70.175.40.59,0,21/02/2017 8:40,21/02/2017 8:46,1,1,7,7,7,7,1,1,1,1,7,1,1,6,7,6,5,2,4,1,1,2,1,6,1,7,3,1,3,4,4,4,4,2,2,4,2,3,3,4,2,4,4,4,4,4,4,4,3,2,3,2,3,3,3,2,3,5,2,6,5,5,2,4,5,1,1,1,5,5,5,2,38,Asian,8,2,1,2,1
R_0r2vZIPH2dXZDMx,Default Response Set,Anonymous,,,174.28.193.92,0,21/02/2017 8:39,21/02/2017 8:46,1,1,5,3,5,5,3,2,2,2,5,1,3,5,6,3,5,2,5,2,3,6,5,2,3,3,1,1,1,1,1,3,2,4,1,2,1,2,1,2,1,4,3,2,4,3,2,2,2,1,1,1,3,2,3,3,2,1,1,1,1,7,2,3,4,2,1,1,4,3,2,1,57,European american,2,3,3,4,1
R_3vHo8GrXzvIJKkZ,Default Response Set,Anonymous,,,73.85.140.18,0,21/02/2017 8:44,21/02/2017 8:46,1,1,4,3,4,5,5,3,3,3,2,4,5,3,4,5,4,5,6,4,3,6,5,4,3,5,2,3,2,4,4,3,3,4,3,3,4,5,3,3,4,4,2,3,2,3,2,3,2,4,3,4,4,3,4,3,2,3,3,3,5,4,2,3,2,4,3,3,3,2,3,1,23,white,1,7,7,7,3
R_2oxTcSH8GLvBAax,Default Response Set,Anonymous,,,104.174.211.208,0,21/02/2017 8:39,21/02/2017 8:46,1,1,6,6,7,7,2,2,1,1,6,1,1,7,7,2,7,1,7,1,2,6,5,4,2,6,2,2,3,2,4,2,3,3,2,3,2,4,3,3,2,2,3,3,4,4,4,4,3,1,3,3,3,4,3,3,3,1,2,1,5,7,2,2,5,1,1,1,3,2,2,2,64,Caucasian,4,1,1,2,1
R_8lforVYocyEAC7r,Default Response Set,Anonymous,,,12.149.190.132,0,21/02/2017 8:31,21/02/2017 8:46,1,1,4,7,7,7,4,1,4,1,4,1,1,7,7,5,7,1,7,2,2,2,2,6,2,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,2,6,6,2,2,4,4,1,1,1,4,4,4,2,27,AFRICAN AMERICAN,4,1,1,1,1
R_3eKHMSduGB5f6vP,Default Response Set,Anonymous,,,47.185.142.40,0,21/02/2017 8:38,21/02/2017 8:47,1,1,5,6,7,6,4,2,2,2,6,3,2,6,6,6,5,3,5,2,2,3,3,5,2,6,2,3,2,3,3,4,3,4,4,2,3,3,3,4,2,3,3,3,4,4,4,4,5,3,5,3,4,5,4,4,4,6,6,6,7,3,2,4,4,1,3,1,4,4,5,2,28,white,4,8,8,8,4
R_0TiGRhIyax38Kz3,Default Response Set,Anonymous,,,173.67.251.220,0,21/02/2017 8:38,21/02/2017 8:47,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,3,7,1,7,1,1,1,1,6,1,7,1,2,1,3,4,1,3,1,1,4,1,2,3,2,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,1,1,4,4,1,1,1,4,4,4,1,60,Portuguese,7,1,1,1,1
R_5A7TichdKdiyweN,Default Response Set,Anonymous,,,99.2.202.200,0,21/02/2017 8:41,21/02/2017 8:47,1,1,4,3,4,4,4,5,5,5,5,5,4,3,4,5,5,6,2,4,3,4,5,5,5,5,4,2,3,4,4,4,4,4,3,4,3,4,4,3,5,3,4,3,3,2,3,2,1,1,3,4,2,2,2,2,1,3,5,3,3,6,2,3,4,3,2,1,2,2,3,2,26,White,4,4,4,4,3
R_cMdpxnOwH4ucqi1,Default Response Set,Anonymous,,,76.107.114.12,0,21/02/2017 8:39,21/02/2017 8:47,1,1,3,3,3,3,5,5,5,5,3,5,4,3,4,5,4,5,4,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,2,2,2,2,4,2,4,2,4,4,4,4,2,2,2,2,2,6,4,2,4,2,1,1,4,3,3,1,75,Caucasian,2,4,4,4,2
R_9TscSBfnFtQzwbj,Default Response Set,Anonymous,,,107.4.7.30,0,21/02/2017 8:36,21/02/2017 8:48,1,1,5,6,5,6,2,2,4,4,6,2,2,2,6,6,6,2,4,3,4,5,4,2,3,5,3,3,2,3,4,4,3,3,4,4,4,3,4,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,2,6,2,4,4,2,2,2,3,4,4,1,24,causcasian ,3,4,5,4,3
R_20q6SSZV8h6TkG1,Default Response Set,Anonymous,,,131.107.174.114,0,21/02/2017 8:42,21/02/2017 8:49,1,1,2,2,4,2,2,2,2,2,6,3,4,4,4,7,3,3,3,4,4,4,4,1,4,4,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,4,4,6,3,3,3,3,3,2,1,1,1,4,27,white,3,2,1,1,4
R_3QPjX7eLcTW8pcV,Default Response Set,Anonymous,,,184.2.72.126,0,21/02/2017 8:43,21/02/2017 8:49,1,1,7,7,7,7,1,1,1,1,7,3,1,7,7,3,6,1,6,2,2,5,6,2,2,6,4,4,3,2,4,4,4,3,2,4,3,4,4,3,2,4,3,4,4,4,3,3,4,3,2,4,3,4,4,4,4,2,2,4,5,4,2,5,5,1,1,1,4,4,4,2,57,caucasion,1,1,1,1,1
R_cNlvYQFkDYVfGHr,Default Response Set,Anonymous,,,173.59.58.202,0,21/02/2017 8:44,21/02/2017 8:50,1,1,5,4,7,7,1,1,1,1,4,1,4,4,4,4,4,4,4,1,1,4,1,4,4,4,5,3,1,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,1,4,4,7,3,3,5,1,1,1,3,2,2,1,37,African american ,15,4,4,4,2
R_3f3pibrEyUVriVT,Default Response Set,Anonymous,,,71.67.137.98,0,21/02/2017 8:33,21/02/2017 8:51,1,1,6,2,2,5,2,3,2,4,6,1,4,2,3,5,2,4,1,2,2,7,5,1,2,5,3,1,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,1,4,3,1,1,1,1,2,3,3,3,3,1,1,2,1,7,2,4,3,2,2,2,3,4,4,1,45,caucasian,7,6,7,7,3
R_er1AGAwt6BkPP6Z,Default Response Set,Anonymous,,,108.46.76.91,0,21/02/2017 8:38,21/02/2017 8:52,1,1,5,6,3,7,4,4,7,5,5,4,5,5,6,5,5,6,4,3,6,4,6,7,5,6,4,5,4,4,4,4,3,3,5,4,2,3,3,4,5,4,3,5,3,4,3,3,4,5,4,3,4,1,3,4,1,6,6,6,5,5,4,5,3,3,2,4,3,4,4,1,26,white,2,1,1,1,3
R_3EnMX2eRvx38TU9,Default Response Set,Anonymous,,,70.194.2.129,0,21/02/2017 8:46,21/02/2017 8:52,1,1,5,4,6,5,3,3,3,4,5,3,3,3,6,5,4,5,3,3,4,4,3,4,3,5,4,2,2,2,4,3,4,3,3,3,3,3,3,4,2,4,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,4,4,4,6,4,2,3,4,1,1,1,4,4,2,2,39,White,14,4,2,7,2
R_b2x57QdbZ1JkDgV,Default Response Set,Anonymous,,,67.44.208.63,0,21/02/2017 8:43,21/02/2017 8:53,1,1,1,1,1,1,7,7,5,5,1,7,7,1,1,7,1,4,1,6,6,7,7,1,7,1,4,2,2,2,4,4,2,5,2,2,2,2,1,2,2,2,2,4,3,1,3,1,3,2,2,1,2,4,4,4,4,1,1,1,6,7,1,4,4,2,1,1,4,4,4,2,29,white,3,6,6,6,3
R_bl8pF01pCgrZL8h,Default Response Set,Anonymous,,,199.47.64.33,0,21/02/2017 8:48,21/02/2017 8:53,1,1,7,7,7,7,1,1,2,1,7,1,2,7,7,1,7,1,7,2,6,2,6,2,2,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,7,7,1,2,4,4,2,2,2,3,3,3,2,50,white,1,4,4,4,1
R_eJ8MaBdFAdFjTMN,Default Response Set,Anonymous,,,47.214.182.196,0,21/02/2017 8:44,21/02/2017 8:54,1,1,6,7,6,6,2,2,2,1,7,1,1,3,7,6,7,2,6,1,2,4,2,3,1,6,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,1,1,1,3,3,3,3,3,3,3,2,5,5,2,4,5,1,1,1,4,4,4,2,47,White,4,2,1,3,2
R_6zEsDIK65IUGGAR,Default Response Set,Anonymous,,,108.245.192.125,0,21/02/2017 8:47,21/02/2017 8:54,1,1,3,2,4,3,5,5,4,4,2,2,3,3,4,6,5,3,5,5,5,7,5,3,5,3,1,1,3,1,1,3,2,4,2,1,1,1,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,3,3,2,1,1,1,2,6,3,4,4,2,2,2,3,3,3,1,45,Asian,5,4,4,6,2
R_3krmm6WA3xSsbGd,Default Response Set,Anonymous,,,104.35.69.108,0,21/02/2017 8:47,21/02/2017 8:54,1,1,6,5,7,7,1,1,1,1,7,1,1,6,7,7,6,1,7,2,5,3,4,2,2,3,2,2,2,1,1,1,1,1,2,1,1,4,1,1,1,1,4,2,4,3,3,3,4,2,4,1,4,5,4,4,5,4,1,5,5,1,2,4,4,1,1,1,4,5,5,1,30,Hispanic,1,8,8,8,2
R_enSChmmm4r3B6UR,Default Response Set,Anonymous,,,66.87.125.192,0,21/02/2017 8:45,21/02/2017 8:55,1,1,1,1,1,1,6,7,7,7,2,2,3,3,6,7,5,2,5,6,7,6,7,1,7,1,5,4,4,4,4,5,4,5,4,4,5,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,7,1,5,4,3,2,2,4,4,5,1,36,Caucasian,15,7,7,7,3
R_0DJKpTESG9JePwV,Default Response Set,Anonymous,,,100.16.140.179,0,21/02/2017 8:50,21/02/2017 8:55,1,1,4,2,4,4,4,4,4,4,4,3,3,4,5,5,4,3,4,4,4,5,4,4,4,5,4,2,4,3,4,3,4,3,3,4,2,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,7,1,4,4,2,1,1,3,4,4,1,29,White,7,4,4,4,2
R_aXipTf5ZLETj0e9,Default Response Set,Anonymous,,,38.104.115.10,0,21/02/2017 8:52,21/02/2017 8:55,1,1,6,6,6,6,3,2,2,2,6,2,2,5,6,6,3,2,2,2,2,5,2,4,2,6,2,2,2,4,3,4,3,2,2,3,2,2,2,2,2,3,3,3,3,3,4,4,3,3,4,2,3,3,2,3,3,5,5,4,4,5,2,4,4,2,2,2,3,4,4,1,25,White,10,3,3,3,2
R_9yka5NxmreJIPGt,Default Response Set,Anonymous,,,97.84.30.41,0,21/02/2017 8:48,21/02/2017 8:55,1,1,7,7,7,7,1,1,1,1,7,4,1,7,7,5,7,5,7,2,6,3,2,5,2,6,5,2,5,3,5,5,5,3,5,5,5,5,5,4,4,5,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,6,4,6,6,1,4,4,4,1,1,1,4,4,4,2,44,White,1,4,4,4,2
R_8rjcKDeAWVdUzPL,Default Response Set,Anonymous,,,97.107.99.148,0,21/02/2017 8:44,21/02/2017 8:56,1,1,2,2,5,2,5,3,5,5,3,5,6,2,5,5,3,6,2,5,3,6,5,2,4,6,4,2,4,3,4,4,2,4,3,4,3,4,3,4,3,4,3,3,3,2,3,2,2,2,1,1,2,4,3,3,3,2,2,3,2,6,2,4,4,2,2,2,2,2,3,2,42,White,10,6,3,6,3
R_4SGpN8StK5QQMEl,Default Response Set,Anonymous,,,166.216.159.22,0,21/02/2017 8:50,21/02/2017 8:56,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,7,4,2,4,4,1,1,3,3,3,1,31,White,2,2,2,2,1
R_3dQwLWAOdKIYKH3,Default Response Set,Anonymous,,,97.88.115.200,0,21/02/2017 8:50,21/02/2017 8:56,1,1,3,3,4,2,6,6,5,5,3,3,3,5,5,6,6,3,6,5,5,6,5,3,5,3,4,3,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,5,1,1,1,1,1,2,2,1,3,4,3,1,2,2,2,3,5,6,2,4,4,2,1,1,3,3,3,2,66,Caucasian,5,6,6,6,3
R_3rCykrIHph9FVvT,Default Response Set,Anonymous,,,66.87.115.181,0,21/02/2017 8:51,21/02/2017 8:57,1,1,3,4,4,4,4,5,4,4,3,5,5,3,3,5,2,6,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,5,5,5,4,4,3,2,3,2,3,2,2,3,3,3,3,3,3,5,1,5,5,4,1,4,5,1,1,1,4,4,4,2,29,White,3,6,6,6,3
R_bfnt531IELH4XRj,Default Response Set,Anonymous,,,104.229.238.135,0,21/02/2017 8:48,21/02/2017 8:58,1,1,7,6,7,7,1,1,1,1,7,1,1,6,7,7,5,1,5,1,1,3,1,5,1,6,1,1,2,1,2,4,2,1,1,2,1,3,2,3,1,3,2,3,4,4,4,4,3,1,2,1,3,1,4,3,4,5,3,5,6,1,2,4,5,2,1,1,4,5,5,1,31,Caucasian,3,2,1,2,1
R_3HI5wjPmrHJ4OUt,Default Response Set,Anonymous,,,98.204.86.245,0,21/02/2017 8:52,21/02/2017 8:58,1,1,5,3,6,5,2,2,3,2,6,1,2,5,6,4,4,4,3,2,3,5,4,5,3,3,3,4,3,3,4,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,2,4,6,3,3,4,3,2,2,2,2,3,2,24,american,8,3,3,3,1
R_3qK8gRbHRGwndmR,Default Response Set,Anonymous,,,100.8.187.239,0,21/02/2017 8:48,21/02/2017 8:59,1,1,6,7,7,7,1,1,1,1,7,2,1,6,7,6,6,1,6,1,1,2,1,1,1,7,2,2,1,2,3,5,2,2,1,3,2,4,2,4,2,3,3,3,4,4,4,4,3,2,2,2,3,4,4,3,4,2,1,5,7,6,2,4,4,1,1,1,4,4,4,2,52,White,4,3,2,2,2
R_eRI0BeglDL8lGvz,Default Response Set,Anonymous,,,139.137.128.60,0,21/02/2017 8:48,21/02/2017 8:59,1,1,6,7,7,7,2,1,1,1,7,1,1,5,7,2,6,3,5,1,1,5,2,3,1,6,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,3,3,5,2,5,5,5,2,4,5,1,2,1,5,4,4,2,23,Indian,2,2,1,4,1
R_9YtBxYoWmXw2SYl,Default Response Set,Anonymous,,,108.17.123.197,0,21/02/2017 8:52,21/02/2017 8:59,1,1,5,4,6,6,5,2,2,2,5,3,3,5,5,5,4,3,2,2,2,6,5,4,3,6,3,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,3,3,4,3,3,3,1,1,1,1,2,4,1,2,2,1,1,2,2,6,1,4,5,1,1,1,4,5,5,2,48,White,8,8,8,8,1
R_9yvj1wicMoo19Vr,Default Response Set,Anonymous,,,63.236.112.69,0,21/02/2017 8:52,21/02/2017 8:59,1,1,5,6,7,6,3,2,2,2,4,3,2,5,6,3,5,6,5,2,2,3,2,5,2,6,4,4,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,4,5,5,5,6,2,4,5,4,1,1,5,4,5,2,28,White,2,3,4,4,2
R_9HVRIQX1Sv2Ho9f,Default Response Set,Anonymous,,,150.208.129.198,0,21/02/2017 8:52,21/02/2017 8:59,1,1,2,3,2,7,5,1,1,2,4,2,3,4,5,5,4,1,2,2,4,7,3,1,5,5,3,1,2,2,4,3,2,3,2,3,2,3,4,2,3,3,3,3,4,3,4,2,4,2,5,1,3,5,3,3,3,1,1,2,5,7,4,1,5,2,1,1,3,3,2,2,40,White,6,4,4,4,3
R_9ElddGtY9G9L4Xj,Default Response Set,Anonymous,,,69.206.138.42,0,21/02/2017 8:57,21/02/2017 8:59,1,1,4,5,7,6,6,3,3,4,2,4,5,3,2,3,4,4,6,3,4,4,3,1,5,2,3,2,1,2,3,4,5,5,4,3,2,2,1,2,3,4,4,5,2,3,4,4,5,5,2,4,1,3,4,3,2,5,3,4,7,4,3,2,1,2,3,4,3,2,3,1,34,white,1,1,3,2,1
R_412euPz0ik8bDA9,Default Response Set,Anonymous,,,142.234.115.39,0,21/02/2017 8:44,21/02/2017 9:00,1,1,4,3,5,1,1,1,5,2,2,1,1,7,7,3,4,3,4,3,3,5,3,6,3,5,2,3,2,,2,2,1,2,3,1,,1,2,4,3,4,3,2,3,2,3,3,4,2,2,3,3,3,4,2,3,5,4,3,6,6,2,2,2,3,2,1,5,5,5,2,24,WHITE,4,3,3,3,1
R_3IeEr5CFwgcI6eF,Default Response Set,Anonymous,,,98.250.216.99,0,21/02/2017 8:54,21/02/2017 9:01,1,1,5,4,6,4,4,6,2,2,4,3,5,4,2,4,2,4,6,2,3,6,3,3,2,5,3,1,3,3,2,3,3,4,2,2,1,4,3,2,3,3,2,3,3,1,3,2,3,1,2,3,3,3,3,3,3,4,1,4,4,7,1,4,5,3,1,1,5,4,5,2,44,Caucasian,12,4,3,5,4
R_1AkNu66cVdxvYIR,Default Response Set,Anonymous,,,69.95.97.179,0,21/02/2017 8:55,21/02/2017 9:01,1,1,4,6,6,6,2,3,1,2,6,2,2,4,6,4,5,3,3,2,2,4,2,3,2,5,3,2,2,2,3,4,3,2,2,3,2,3,3,2,2,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,5,5,4,2,4,5,1,1,1,4,4,4,2,43,European american,8,4,4,4,2
R_3ggo8gSlrkPt99H,Default Response Set,Anonymous,,,8.26.74.183,0,21/02/2017 8:58,21/02/2017 9:02,1,1,7,7,7,7,1,1,1,1,7,4,1,7,7,6,7,1,4,1,1,3,1,1,1,7,4,1,4,4,5,4,4,5,3,4,3,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,2,2,5,5,6,4,4,5,1,1,1,2,3,3,1,29,Hispanic,3,2,2,2,2
R_ag6XY1fhZU2mBA9,Default Response Set,Anonymous,,,64.239.192.71,0,21/02/2017 8:58,21/02/2017 9:03,1,1,2,6,4,5,4,2,4,4,4,2,5,4,5,6,4,4,2,3,4,6,4,2,3,5,3,3,3,3,3,3,3,5,3,4,3,3,5,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,6,4,6,6,6,2,4,5,1,2,1,5,5,5,2,27,caucasian,5,6,6,6,3
R_1MNuMSofMngbaBv,Default Response Set,Anonymous,,,173.80.99.180,0,21/02/2017 8:58,21/02/2017 9:04,1,1,7,7,7,7,1,1,1,1,7,1,1,2,7,5,7,1,7,1,1,5,1,3,1,7,1,5,4,2,4,5,4,2,3,4,5,3,5,1,5,4,4,3,4,4,4,4,3,1,4,1,3,3,3,3,3,1,1,6,6,4,1,5,5,1,1,2,5,5,5,1,33,Caucasian,3,3,2,6,2
R_6XtARBkfscMKQpn,Default Response Set,Anonymous,,,174.48.248.223,0,21/02/2017 8:58,21/02/2017 9:04,1,1,7,6,7,7,6,1,1,1,6,3,7,1,7,5,5,3,2,3,2,5,2,3,2,5,2,4,4,2,2,4,4,2,4,4,4,4,5,2,2,2,4,4,4,4,4,4,2,1,1,4,2,2,2,2,3,5,6,2,1,7,2,4,4,4,4,3,2,3,1,1,26,White,3,4,4,4,4
R_37X6iNcOpfIbDh3,Default Response Set,Anonymous,,,72.14.104.121,0,21/02/2017 8:56,21/02/2017 9:04,1,1,4,6,7,5,4,2,2,4,4,1,2,5,5,6,1,4,1,3,5,7,3,2,3,5,2,5,5,2,5,5,5,3,5,5,5,2,5,3,5,5,5,5,4,4,4,4,3,1,4,1,3,3,3,3,3,5,7,5,2,7,1,3,5,1,1,1,5,5,5,2,35,caucasion,7,6,7,6,3
R_diZe2PPZ9LsmRQF,Default Response Set,Anonymous,,,134.84.163.226,0,21/02/2017 8:56,21/02/2017 9:04,1,1,5,5,5,3,2,1,1,1,3,6,1,6,6,7,6,2,6,3,4,7,6,1,3,4,3,1,4,4,5,4,4,5,3,4,3,4,4,5,4,5,5,5,3,3,2,2,2,2,2,1,3,4,3,3,4,1,1,1,2,7,2,4,5,1,1,1,3,5,5,1,35,White,10,4,2,6,2
R_4GVAHOTYd0l2dfL,Default Response Set,Anonymous,,,76.219.152.250,0,21/02/2017 8:54,21/02/2017 9:04,1,1,6,5,5,6,2,1,1,4,5,3,1,5,7,6,5,2,4,3,2,6,6,3,2,5,4,3,4,4,5,4,3,4,4,4,3,4,4,4,4,5,5,4,4,4,3,4,4,3,5,3,4,5,4,4,4,1,1,4,5,7,3,4,5,1,1,1,3,4,4,2,50,Asian,12,3,3,5,4
R_cUSMMB3vwZq3v2B,Default Response Set,Anonymous,,,23.240.208.168,0,21/02/2017 8:52,21/02/2017 9:05,1,1,7,6,7,3,4,7,3,3,7,7,4,5,7,5,3,7,4,7,4,7,3,7,5,6,3,4,5,4,5,4,2,5,5,5,5,5,4,5,4,3,5,2,2,3,4,2,5,3,2,5,5,5,3,5,4,5,4,3,7,5,5,5,5,5,5,5,3,5,4,2,27,English,8,7,4,3,2
R_3KPOzcytZpUuPzf,Default Response Set,Anonymous,,,180.176.49.60,0,21/02/2017 8:57,21/02/2017 9:05,1,1,5,5,6,5,4,2,2,2,4,3,2,4,5,2,7,2,6,3,6,6,5,2,5,5,4,2,3,3,4,4,4,4,1,3,2,3,2,3,3,3,4,4,3,3,2,2,2,2,3,2,3,4,3,3,3,1,2,2,5,6,2,3,5,2,3,2,5,4,4,2,24,Asian,4,4,2,3,2
R_bxE7kWl5bOkMGBD,Default Response Set,Anonymous,,,97.104.42.160,0,21/02/2017 8:56,21/02/2017 9:06,1,1,6,6,6,6,2,2,1,1,6,2,2,3,6,5,6,3,3,2,2,5,2,2,2,6,2,2,2,4,4,4,4,2,2,3,2,4,2,4,2,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,5,5,3,5,5,2,4,4,2,1,1,3,3,3,1,27,White/ Caucasian,10,3,1,4,2
R_1YQdSrxo2Q3ZUKV,Default Response Set,Anonymous,,,69.142.181.50,0,21/02/2017 9:01,21/02/2017 9:06,1,1,3,2,3,1,5,5,4,5,2,2,4,3,5,4,4,4,4,4,4,7,3,2,6,4,4,2,2,2,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,3,4,3,3,3,2,1,5,5,4,2,2,3,4,3,2,4,2,3,1,38,white,8,5,4,5,3
R_38lqcInl2yaWqY5,Default Response Set,Anonymous,,,162.27.9.20,0,21/02/2017 9:02,21/02/2017 9:06,1,1,5,5,5,5,3,3,3,3,5,3,3,5,5,3,5,3,5,3,3,5,3,3,3,5,4,4,4,2,4,4,4,2,2,4,4,3,2,2,2,4,4,4,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,5,5,2,4,4,2,2,2,4,4,3,1,39,White,8,2,2,2,1
R_9YUekwXPyfhf2br,Default Response Set,Anonymous,,,99.182.41.225,0,21/02/2017 9:00,21/02/2017 9:07,1,1,2,2,1,1,5,5,6,6,1,1,7,1,7,7,1,1,1,1,1,7,7,1,1,7,1,1,1,1,1,5,5,1,1,4,1,1,1,4,1,1,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,7,2,2,5,1,1,1,4,4,2,2,50,White,10,6,6,6,3
R_6ytIJJthdnyM245,Default Response Set,Anonymous,,,68.110.91.62,0,21/02/2017 9:01,21/02/2017 9:07,1,1,5,4,7,5,3,3,3,3,5,3,3,5,5,5,4,2,4,2,4,5,4,2,3,6,4,3,4,3,4,4,4,3,2,3,3,4,3,3,2,3,4,3,3,3,4,3,4,2,4,4,3,4,3,3,4,5,3,5,5,5,2,4,5,1,2,1,3,3,3,2,33,Caucasian,1,5,4,5,3
R_6rHft7FsugvfkC9,Default Response Set,Anonymous,,,76.181.124.164,0,21/02/2017 8:59,21/02/2017 9:08,1,1,6,6,7,6,2,2,3,3,5,2,3,2,6,6,4,4,2,5,5,6,5,6,2,6,3,3,2,2,2,4,2,2,3,2,3,3,3,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,5,2,6,6,3,1,5,5,1,2,1,5,5,5,2,26,caucasian,3,4,4,4,2
R_eOHodJKs2taSSfX,Default Response Set,Anonymous,,,50.141.168.48,0,21/02/2017 9:02,21/02/2017 9:10,1,1,6,6,7,6,3,2,1,1,6,2,2,1,7,5,7,1,6,3,4,6,4,1,3,5,2,5,2,4,4,4,3,2,4,2,5,3,5,1,4,3,3,4,4,3,4,3,5,2,5,3,5,5,3,5,4,3,2,7,6,7,3,5,5,1,2,1,5,5,5,2,34,African-American,1,8,2,2,1
R_0O0ymKLFlf4Gthz,Default Response Set,Anonymous,,,162.104.221.38,0,21/02/2017 9:05,21/02/2017 9:11,1,1,4,4,5,2,5,3,4,4,4,3,3,3,5,5,4,5,1,2,3,5,5,2,3,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,2,2,3,3,3,2,3,3,3,2,2,2,4,3,3,5,5,3,2,4,4,2,2,1,4,3,3,1,22,Biracial (Asian/White),6,9,6,9,2
