V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,amount1,amount2,amount3,amount4,growth1,growth2,growth3,growth4,fixable1,fixable2,fixable3,fixable4,fixable5,fixable6,fixable7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,esjt1,esjt2,esjt3,esjt4,esjt5,esjt6,esjt7,esjt8,esjt9,esjt10,esjt11,esjt12,esjt13,esjt14,esjt15,esjt16,esjt17,pwe1,pwe2,pwe3,pwe4,pwe5,pwe6,pwe7,pwe8,pwe9,pwe10,pwe11,pwe12,pwe13,pwe14,pwe15,pwe16,pwe17,pwe18,pwe19,wvs,issp,inegal1,inegal2,inegal3,inegal4,inegal5,inegal6,inegal7,inegal8,redist1,redist2,redist3,redist4,Q28,Q29,dict.give,gender,age,ethnicity,income,ideol,soc.att,econ.att,partyID,Q18,comp.code
R_094FqpbjUMu2hjP,Default Response Set,Anonymous,,,204.9.150.217,0,2018-05-08 11:28,2018-05-08 11:35,1,1,5,5,4,3,2,4,1,6,7,6,4,2,4,5,5,6,5,2,5,4,3,2,3,3,4,3,4,3,2,4,2,3,3,4,2,4,4,4,4,7,4,1,4,1,7,7,1,7,1,7,1,1,7,5,3,5,7,8,7,5,4,5,5,7,6,3,6,7,4,5,4,1,5,4,4,4,4,6,7,6,4,4,6,5,7,6,5,1,1,4,6,4,4,4,3,4,4,4,3,3,3,3,3,1,1,1,1,32,white,5,2,2,4,1,1,4883
R_RWFFyQaO7TwCeXL,Default Response Set,Anonymous,,,130.108.103.115,0,2018-05-08 11:28,2018-05-08 11:35,1,1,7,7,7,1,1,1,1,7,7,6,4,5,2,1,1,6,1,3,1,6,2,1,3,2,2,3,2,1,1,2,1,2,2,1,1,2,2,2,7,7,1,1,7,1,7,7,3,7,1,7,1,2,6,5,9,1,9,3,8,1,6,1,7,1,5,3,1,8,1,7,1,1,5,5,2,1,7,4,7,5,1,3,5,7,7,5,5,5,2,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,24,White,3,1,1,2,1,1,4232
R_1r9uOArKtLaflpz,Default Response Set,Anonymous,,,63.240.136.241,0,2018-05-08 11:29,2018-05-08 11:35,1,1,5,4,4,5,6,4,5,4,6,4,6,5,5,5,4,5,4,6,5,6,4,4,3,5,3,4,4,3,5,4,3,4,4,3,4,5,4,3,6,5,5,6,5,4,6,5,6,4,5,5,4,4,5,7,5,9,6,6,4,7,7,4,4,7,6,7,4,3,7,7,5,6,4,4,5,7,5,5,6,5,4,5,5,6,5,4,6,5,5,7,6,4,4,3,4,3,5,3,3,3,2,3,3,1,1,6,1,30,white,12,7,7,7,3,1,9420
R_2Ckv3kDZ9jlIc2q,Default Response Set,Anonymous,,,209.58.148.6,0,2018-05-08 11:31,2018-05-08 11:35,1,1,5,5,6,7,6,7,7,5,5,7,5,6,5,6,6,5,7,5,5,6,4,5,4,3,4,4,3,4,5,4,3,4,4,3,4,4,3,4,5,6,6,5,4,5,5,6,7,6,4,5,4,5,6,6,7,8,7,6,6,7,8,7,5,6,7,7,6,5,7,7,5,6,7,6,5,5,6,5,4,5,6,5,4,5,6,7,6,5,4,9,5,4,5,4,3,4,3,4,3,2,3,4,3,1,1,6,2,28,native american,3,2,5,5,3,1,7705
R_1NE3QrJUwiqPclo,Default Response Set,Anonymous,,,192.234.38.215,0,2018-05-08 11:31,2018-05-08 11:35,1,1,6,6,6,2,1,4,4,4,4,2,4,3,6,3,4,4,3,5,3,5,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,6,6,4,1,6,1,6,6,1,6,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,3,1,44,white,6,2,2,2,1,1,5732
R_332xM6rugpWymBm,Default Response Set,Anonymous,,,198.239.77.117,0,2018-05-08 11:30,2018-05-08 11:36,1,1,1,1,1,7,7,6,7,1,1,7,1,4,1,7,1,7,7,1,7,1,4,2,4,3,4,4,3,5,4,4,3,4,3,4,4,4,5,3,1,1,6,4,1,6,1,1,1,4,7,1,6,6,1,6,8,5,4,9,5,8,1,5,1,5,7,3,9,1,9,3,5,4,3,4,4,4,4,5,5,6,4,2,4,5,5,5,6,3,3,10,1,5,5,5,5,5,4,5,3,1,1,1,1,1,1,1,1,24,White,5,4,4,4,2,1,7391
R_1GDiW9HNL0pO0BO,Default Response Set,Anonymous,,,181.225.47.154,0,2018-05-08 11:32,2018-05-08 11:36,1,1,5,3,2,5,6,6,4,5,5,2,6,4,7,3,5,4,6,4,2,5,2,3,5,3,2,4,3,1,3,4,3,1,2,4,3,2,3,2,4,2,6,5,7,4,3,6,5,4,3,2,5,6,4,4,7,5,2,4,8,6,4,3,6,7,4,2,3,8,5,3,3,5,2,5,4,7,4,5,2,4,3,6,4,2,3,6,4,5,6,8,6,3,4,5,4,4,3,4,3,3,1,3,4,1,1,11,1,27,white,4,2,2,2,3,1,9478
R_33my5dREiUJiSwg,Default Response Set,Anonymous,,,73.1.76.197,0,2018-05-08 11:32,2018-05-08 11:36,1,1,2,6,4,5,2,6,2,5,4,4,5,2,2,3,3,4,2,2,5,6,3,2,4,5,2,2,4,3,3,4,1,3,2,4,4,3,4,2,4,2,6,3,5,4,6,2,4,3,5,2,4,3,6,5,2,6,7,4,3,6,3,2,7,3,5,2,6,7,2,7,5,2,5,3,3,6,2,5,3,5,2,5,6,3,5,2,5,6,2,8,4,3,4,1,4,3,4,5,3,2,3,1,3,1,1,6,1,24,white,1,7,7,7,3,1,5913
R_3sjijcCfQoMrsuc,Default Response Set,Anonymous,,,172.125.123.24,0,2018-05-08 11:32,2018-05-08 11:36,1,1,7,7,7,1,1,1,4,7,4,4,7,1,4,4,4,4,1,4,4,4,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,7,7,1,1,7,4,4,4,4,4,4,7,4,4,4,4,5,5,7,5,5,5,6,5,5,5,4,5,5,5,4,5,4,3,3,4,4,3,4,4,5,4,4,4,4,5,4,4,4,3,3,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,25,white,4,1,1,1,1,1,9625
R_1Qz6IpRKRpupRXY,Default Response Set,Anonymous,,,97.124.101.53,0,2018-05-08 11:33,2018-05-08 11:36,1,1,4,4,5,6,3,3,5,4,4,5,3,3,4,5,4,4,5,3,3,4,2,3,4,3,3,2,3,2,1,3,3,3,4,4,3,3,3,2,2,5,3,2,3,5,3,2,5,3,2,5,2,4,2,3,6,3,5,3,5,3,6,3,6,5,3,7,4,5,2,4,3,5,2,4,2,3,5,2,5,3,5,4,2,4,4,2,5,3,5,7,5,3,1,4,3,4,1,4,3,2,2,3,2,1,1,6,1,27,Caucasian,4,3,2,1,1,1,9788
R_eA0giPW3RYMuBLr,Default Response Set,Anonymous,,,74.137.135.146,0,2018-05-08 11:27,2018-05-08 11:36,1,1,1,5,3,5,3,5,2,2,6,7,3,6,1,3,3,6,5,2,3,6,4,2,4,2,5,4,4,5,4,4,4,4,5,4,4,4,4,4,3,5,1,1,3,1,1,5,1,7,1,5,1,1,7,7,3,2,8,6,9,7,2,3,2,4,5,2,7,5,5,4,7,1,6,7,7,5,4,6,4,6,5,6,1,3,4,5,6,6,3,8,5,5,5,4,3,3,5,5,3,3,2,3,2,1,1,1,1,32,Caucasian,2,4,2,5,2,1,5565
R_24dsZBdssrieJFA,Default Response Set,Anonymous,,,75.174.131.17,0,2018-05-08 11:29,2018-05-08 11:36,1,1,2,1,1,6,6,3,4,2,4,6,2,4,4,4,5,7,6,2,3,3,2,1,2,2,2,3,2,2,2,2,2,4,3,2,2,2,3,3,1,5,2,1,6,2,5,6,1,6,1,6,1,1,7,6,3,5,2,6,5,5,1,1,1,5,8,1,9,2,5,5,1,1,5,6,6,1,4,1,4,5,2,4,3,6,4,6,5,5,5,9,2,4,5,5,3,5,4,5,3,1,1,1,1,1,1,1,1,40,Caucasian,1,6,6,7,4,1,6579
R_2ROdAN0ybDVV0h5,Default Response Set,Anonymous,,,104.219.28.249,0,2018-05-08 11:30,2018-05-08 11:36,1,1,3,2,1,5,2,7,5,3,5,1,6,7,3,2,2,3,2,5,2,5,4,2,5,4,4,5,4,5,4,3,4,2,4,3,4,4,5,4,5,7,1,3,6,7,6,6,3,7,6,4,5,5,7,6,7,9,5,8,2,9,6,9,4,6,6,7,4,6,2,2,5,6,4,6,7,5,4,7,5,5,3,6,5,2,7,5,2,5,2,10,5,5,4,3,5,4,3,5,3,3,4,2,3,1,1,6,1,25,hispanic,1,3,3,3,1,1,5787
R_3kN93gBE7ePcwJh,Default Response Set,Anonymous,,,50.4.118.130,0,2018-05-08 11:28,2018-05-08 11:36,1,1,7,7,6,2,2,3,2,5,7,5,4,4,4,2,2,6,2,2,2,6,2,1,2,2,3,3,3,4,1,3,1,3,4,2,1,3,3,3,4,5,5,3,5,3,3,5,4,5,3,5,3,3,4,2,9,2,9,3,6,3,6,1,6,1,1,7,3,9,1,8,2,1,5,1,3,1,4,5,6,2,2,3,5,7,7,3,3,3,2,2,6,1,1,1,1,1,1,1,3,4,3,3,3,1,1,3,2,34,northern european,7,2,2,2,1,1,4112
R_2tA4SWwJe3FAmGL,Default Response Set,Anonymous,,,50.226.91.2,0,2018-05-08 11:30,2018-05-08 11:36,1,1,6,6,6,3,2,2,2,6,6,5,6,3,6,2,2,4,2,5,2,6,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,5,6,2,2,6,2,6,6,2,6,2,6,2,2,6,3,7,2,8,4,6,5,8,3,8,6,2,8,2,8,2,7,6,3,6,5,3,3,4,5,6,6,4,3,3,3,5,6,6,4,5,3,6,1,3,1,1,3,3,1,3,4,4,4,4,1,1,6,1,33,White,5,1,1,1,1,1,5703
R_3rWQvG9BnOeylOx,Default Response Set,Anonymous,,,23.254.215.140,0,2018-05-08 11:29,2018-05-08 11:36,1,1,5,5,5,6,6,5,5,6,6,5,6,5,6,6,5,5,5,6,6,6,4,3,4,3,4,3,4,3,3,4,3,4,4,3,5,4,5,4,5,6,5,6,5,6,6,5,6,6,5,6,7,5,6,7,8,7,8,8,7,8,7,8,8,7,8,8,7,8,7,8,5,6,5,6,6,5,6,5,6,5,6,5,6,5,6,6,5,6,6,8,6,4,4,4,3,4,5,4,3,3,3,4,3,1,1,9,1,30,catholic,7,2,3,3,3,1,
R_2wSpdbb0qzSnogu,Default Response Set,Anonymous,,,50.252.255.169,0,2018-05-08 11:27,2018-05-08 11:36,1,1,5,5,6,3,2,3,3,4,6,5,4,5,3,3,3,6,3,3,3,5,2,3,3,2,4,4,3,3,2,4,2,4,2,4,3,4,4,4,5,4,2,2,7,1,6,6,2,7,1,6,1,1,7,4,6,3,6,4,6,4,5,4,6,4,4,6,4,7,4,5,3,2,5,5,6,3,5,6,5,4,3,5,4,3,4,6,5,5,5,4,6,3,3,3,3,4,3,3,3,3,3,3,3,1,1,8,2,25,White,4,3,2,3,1,1,1631
R_3m42Fbh0obu8WSZ,Default Response Set,Anonymous,,,73.37.114.204,0,2018-05-08 11:28,2018-05-08 11:36,1,1,4,5,6,3,2,3,5,6,4,2,7,2,6,1,3,3,3,3,3,4,3,3,3,2,3,3,4,2,3,4,3,2,3,4,2,3,3,4,7,6,2,6,3,1,7,7,2,3,1,7,1,1,7,5,6,4,4,6,9,6,4,4,5,3,5,4,6,4,2,2,3,5,6,4,5,2,4,3,4,4,3,4,3,6,4,3,5,4,3,1,7,5,4,4,3,4,3,4,3,4,3,3,3,1,1,6,2,37,white,7,2,2,2,1,1,2049
R_2c64MScnuL24kVi,Default Response Set,Anonymous,,,157.50.34.239,0,2018-05-08 11:33,2018-05-08 11:37,1,1,6,6,6,7,5,7,6,5,6,7,6,6,6,7,6,7,6,6,6,5,5,4,5,4,5,4,4,5,4,5,4,5,5,4,3,4,5,4,5,5,6,4,4,6,5,6,7,6,5,6,7,6,6,6,8,7,6,7,7,7,9,9,7,7,6,7,8,9,9,7,5,6,5,6,7,6,7,6,7,7,7,6,5,7,6,7,5,6,7,8,6,4,4,5,4,5,4,4,5,3,3,4,3,1,1,5,1,27,CA,3,2,1,3,3,1,
R_3D6ZNhgtbzaaLZ1,Default Response Set,Anonymous,,,96.19.48.236,0,2018-05-08 11:28,2018-05-08 11:37,1,1,5,3,5,3,2,3,3,2,5,3,5,3,4,5,5,6,5,2,5,3,4,2,4,3,5,4,4,4,4,5,4,4,5,5,3,4,4,4,5,5,2,2,5,2,5,5,2,6,2,5,2,2,5,7,6,4,6,8,7,6,2,2,3,6,6,4,6,4,3,4,3,2,5,6,6,3,3,5,5,6,3,5,5,6,3,6,5,3,5,4,3,3,4,4,3,4,3,5,1,3,2,3,2,1,1,1,1,61,White,4,6,3,6,3,1,1435
R_1dgIGFa44HdSvSF,Default Response Set,Anonymous,,,199.0.194.104,0,2018-05-08 11:27,2018-05-08 11:37,1,1,7,7,6,1,1,1,1,6,7,3,4,1,3,2,2,5,2,5,1,6,4,3,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,6,6,2,3,6,2,6,6,2,6,1,7,1,1,7,6,5,2,8,6,8,2,7,2,8,6,2,4,2,8,1,6,4,4,5,5,5,1,3,2,4,4,5,5,5,6,4,5,5,6,4,1,7,1,3,1,1,3,1,3,3,4,4,4,4,1,1,4,2,41,american,3,4,2,5,2,1,7724
R_2uxRu7cnMvQK4Af,Default Response Set,Anonymous,,,68.190.216.244,0,2018-05-08 11:27,2018-05-08 11:37,1,1,7,6,6,1,1,2,6,5,6,6,6,3,7,1,2,2,2,3,1,7,4,4,3,4,4,5,4,2,3,4,4,4,4,3,4,4,4,4,7,6,2,6,6,1,7,6,1,7,1,7,1,1,6,6,8,3,7,6,8,4,7,2,8,2,5,7,1,7,2,7,3,1,6,6,6,2,6,2,4,5,2,5,4,3,6,6,6,7,6,3,7,1,1,3,1,1,3,1,3,4,4,4,4,1,1,6,1,60,Caucasian,4,2,1,3,1,1,1689
R_tRJJnKhdgQaMt3j,Default Response Set,Anonymous,,,129.112.109.42,0,2018-05-08 11:31,2018-05-08 11:37,1,1,7,7,7,1,1,1,1,5,7,7,6,2,5,1,1,6,2,1,1,7,2,2,3,2,4,3,4,2,2,4,2,4,4,4,3,4,4,4,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,4,5,3,9,6,7,3,8,1,9,4,5,6,1,8,1,8,5,1,5,6,5,1,1,5,6,5,1,5,4,5,5,5,5,3,3,1,7,3,3,3,1,1,1,1,3,4,4,3,3,1,1,5,1,25,chinese,7,1,1,1,1,1,2271
R_1lyk7iS7AqzVMGL,Default Response Set,Anonymous,,,190.124.31.25,0,2018-05-08 11:31,2018-05-08 11:37,1,1,6,5,2,4,3,3,6,5,4,2,3,6,4,1,3,2,4,4,5,7,3,4,2,3,2,4,2,5,2,3,2,2,4,2,4,5,1,3,5,1,4,2,7,4,3,6,2,5,3,6,3,7,3,5,2,5,3,3,6,5,3,6,3,5,1,6,4,3,6,3,3,6,2,5,1,6,2,4,3,6,2,5,2,4,7,2,4,2,5,5,4,3,4,3,5,3,3,4,3,2,3,2,4,1,1,3,2,30,white,7,2,3,5,3,1,1668
R_1DD5e61LwdCjOU5,Default Response Set,Anonymous,,,24.142.248.142,0,2018-05-08 11:28,2018-05-08 11:37,1,1,3,4,4,5,4,3,4,2,5,5,5,3,3,3,6,5,5,2,3,3,3,4,3,2,4,3,4,3,2,4,2,3,4,2,2,3,4,4,3,3,4,5,5,3,5,5,3,5,3,5,3,2,6,2,5,2,7,3,6,3,5,4,6,5,2,4,5,6,3,3,2,1,5,4,3,1,5,2,5,5,2,5,4,4,5,6,5,5,5,4,5,3,4,3,3,4,4,4,3,3,3,3,3,1,1,10,2,28,White,5,3,3,4,2,1,2439
R_22Q6grZUKObVN8g,Default Response Set,Anonymous,,,45.47.32.189,0,2018-05-08 11:31,2018-05-08 11:37,1,1,7,7,7,1,1,3,3,4,6,4,6,1,5,2,3,5,2,4,2,6,3,3,4,4,4,3,3,4,4,2,2,4,4,5,4,4,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,5,7,3,8,4,9,3,3,7,8,5,3,2,5,3,2,4,2,2,1,2,2,2,6,6,6,6,2,3,2,2,1,1,2,1,2,2,6,1,1,1,1,4,1,1,3,4,4,3,3,1,1,2,1,34,White,14,1,1,1,1,1,6399
R_2rkjnCqLQqI6BNe,Default Response Set,Anonymous,,,71.185.164.144,0,2018-05-08 11:30,2018-05-08 11:37,1,1,2,5,5,2,2,2,2,2,2,5,5,2,3,6,6,6,6,6,6,3,2,2,2,2,4,4,4,2,2,4,2,2,4,2,2,4,4,2,6,6,2,2,6,2,6,6,6,6,1,6,6,2,6,8,5,7,7,5,7,6,7,6,6,7,6,6,6,7,3,3,6,6,6,7,5,5,7,3,2,6,6,3,3,5,2,2,6,6,6,4,5,3,4,4,4,4,3,5,3,3,3,3,3,1,1,6,2,33,african-american,11,2,3,5,1,1,2082
R_3MJw3IFYuJRJJQH,Default Response Set,Anonymous,,,72.161.153.107,0,2018-05-08 11:27,2018-05-08 11:37,1,1,5,6,5,2,2,1,2,5,6,4,5,4,3,3,4,4,3,3,2,3,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,3,3,3,4,5,5,4,4,3,5,3,4,6,2,6,1,1,6,4,4,4,6,3,3,4,5,4,4,5,3,7,3,8,3,8,3,5,4,4,3,3,4,4,3,3,5,3,4,3,2,2,3,4,3,3,6,3,3,3,3,4,4,3,3,4,4,4,4,1,1,3,1,33,white,1,2,2,2,1,1,3283
R_31QN69K8DmPd8LD,Default Response Set,Anonymous,,,24.126.72.15,0,2018-05-08 11:31,2018-05-08 11:37,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,9,5,5,4,5,6,5,6,5,5,5,5,5,5,5,4,6,7,7,4,4,4,5,4,4,3,4,5,4,4,7,4,4,4,7,5,1,7,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,25,White,1,4,4,4,2,1,4472
R_R8rQ82S5OZN6KL7,Default Response Set,Anonymous,,,107.77.233.64,0,2018-05-08 11:27,2018-05-08 11:37,1,1,5,5,5,2,2,2,2,6,6,4,4,4,4,3,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,2,1,6,2,6,6,1,6,1,6,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,3,1,1,2,2,5,5,5,5,3,2,5,5,5,3,5,1,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,28,White,3,3,3,3,1,1,4177
R_3nASpnuKNwuty2R,Default Response Set,Anonymous,,,70.44.106.168,0,2018-05-08 11:28,2018-05-08 11:37,1,1,7,5,6,1,2,1,2,6,6,4,4,4,6,4,4,4,4,4,4,4,2,2,2,2,3,4,2,3,3,2,3,3,3,3,3,2,2,2,5,6,2,3,6,3,6,6,1,6,3,7,1,1,7,2,5,3,7,7,7,2,5,5,7,7,6,2,3,8,2,7,6,2,6,5,7,2,6,3,5,4,3,6,5,7,7,6,4,6,7,5,6,3,5,3,4,4,5,5,3,3,2,2,2,1,1,3,1,34,usa,3,4,4,4,2,1,4646
R_xsCBj2BZ1ROsabL,Default Response Set,Anonymous,,,182.232.132.98,0,2018-05-08 11:28,2018-05-08 11:37,1,1,5,6,6,2,2,2,2,6,6,2,6,2,6,5,6,6,5,2,2,6,4,4,3,3,3,4,3,3,3,3,2,4,3,3,3,3,3,3,5,5,3,3,5,3,5,5,3,5,3,5,3,3,5,6,4,5,5,4,5,6,6,6,6,4,4,4,4,4,4,6,5,3,5,4,3,3,4,4,4,3,3,4,3,3,5,5,5,3,3,4,5,3,4,3,3,4,3,3,3,3,3,3,3,1,1,1,1,37,asian,1,4,4,4,1,1,4410
R_2rD9XGK9sMwxKn1,Default Response Set,Anonymous,,,108.224.107.244,0,2018-05-08 11:28,2018-05-08 11:37,1,1,4,4,3,3,3,3,4,4,5,5,4,3,3,5,5,5,5,2,5,3,4,3,3,3,2,3,3,3,3,3,2,4,2,3,3,2,2,3,4,5,4,3,5,4,3,5,4,5,3,4,4,3,4,4,5,4,6,5,5,4,4,4,5,4,4,4,5,5,6,6,4,2,5,4,3,2,6,5,5,4,3,3,5,4,5,4,4,4,4,7,5,4,4,4,3,3,3,3,3,3,2,2,2,1,1,1,2,33,Caucasian,3,6,6,6,3,1,3797
R_2zZobfwO5dbm7Fh,Default Response Set,Anonymous,,,98.26.48.106,0,2018-05-08 11:27,2018-05-08 11:38,1,1,6,6,5,2,2,3,2,7,6,2,4,5,3,2,2,5,2,5,2,6,4,2,3,4,4,2,4,3,2,4,3,4,2,4,3,4,4,4,6,6,3,5,6,2,6,6,5,6,3,7,2,2,6,4,8,2,8,6,7,4,7,2,9,3,3,7,3,9,3,7,3,2,5,6,6,1,5,6,6,4,5,4,5,6,6,6,4,6,5,1,7,3,3,3,1,4,3,1,3,4,4,3,4,1,1,10,1,29,White,2,1,1,2,1,1,4644
R_3EXdQXhZAu9pVeZ,Default Response Set,Anonymous,,,12.110.248.226,0,2018-05-08 11:30,2018-05-08 11:38,1,1,5,6,4,3,2,5,4,4,4,5,3,4,4,4,4,5,4,2,3,4,4,3,3,4,3,3,5,3,3,3,3,4,2,4,4,4,4,3,2,7,1,1,7,1,7,7,1,7,1,7,1,1,7,9,6,7,6,3,7,9,7,5,5,6,4,7,7,5,1,7,1,1,5,6,6,6,5,4,5,4,6,6,4,4,5,6,7,1,2,6,5,4,4,4,3,4,4,3,3,2,3,2,2,1,1,11,1,33,white,3,3,3,5,1,1,8063
R_1H7YLzYJaGYuABg,Default Response Set,Anonymous,,,96.249.213.3,0,2018-05-08 11:29,2018-05-08 11:38,1,1,7,7,7,1,1,1,1,7,7,6,4,1,4,2,2,5,2,2,2,2,2,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,3,2,5,3,5,5,2,5,2,6,2,2,5,6,5,3,7,3,9,5,6,3,5,7,3,3,3,3,3,2,1,1,4,4,5,3,5,3,6,6,3,1,6,1,6,6,6,1,1,1,7,3,3,3,3,3,3,3,3,4,4,4,4,1,1,6,2,33,white ,3,1,1,1,1,1,9085
R_A0DPjQYRhFCa0b7,Default Response Set,Anonymous,,,162.243.129.177,0,2018-05-08 11:35,2018-05-08 11:38,1,1,6,6,5,6,6,6,6,7,5,6,7,5,6,6,6,6,6,5,6,6,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,2,3,5,6,6,6,6,6,6,6,5,6,6,7,6,5,6,8,8,1,2,9,2,1,9,1,1,2,1,9,1,1,8,2,5,6,5,5,6,5,6,5,7,5,6,3,5,6,6,6,4,4,6,8,4,4,4,4,4,4,4,3,3,4,3,4,4,1,1,6,2,32,white,15,7,6,4,1,1,2491
R_2wh6DrsHOeupgoO,Default Response Set,Anonymous,,,24.183.190.41,0,2018-05-08 11:27,2018-05-08 11:38,1,1,3,4,4,4,3,3,4,4,4,3,4,5,4,2,3,3,2,2,1,5,4,4,4,2,4,4,3,3,2,2,3,4,2,3,3,4,3,4,5,5,2,1,5,1,4,5,1,7,1,5,1,1,7,5,6,2,6,4,8,5,4,2,1,2,4,4,3,6,3,7,5,3,4,5,7,3,4,4,4,3,2,3,3,2,3,4,5,4,2,4,5,4,3,1,1,3,4,4,3,3,3,3,3,1,1,1,1,27,White,10,5,5,5,3,1,7333
R_1CauQ44NhMTsR7D,Default Response Set,Anonymous,,,73.126.108.127,0,2018-05-08 11:30,2018-05-08 11:38,1,1,5,5,4,5,2,5,2,5,5,6,6,3,6,5,4,4,3,5,4,5,4,2,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,6,6,5,5,6,6,6,5,5,4,5,6,6,6,6,8,8,7,8,7,7,8,6,7,7,6,6,6,7,7,4,4,4,5,4,4,5,3,5,3,3,4,6,6,5,5,5,4,5,5,5,4,6,3,4,4,4,4,4,3,3,4,3,3,3,1,1,2,1,31,Cacasian,7,3,4,4,3,1,3583
R_21sQFcAGzDCNER0,Default Response Set,Anonymous,,,216.167.162.71,0,2018-05-08 11:30,2018-05-08 11:38,1,1,7,7,7,1,1,1,1,7,7,5,1,5,1,1,1,3,1,4,1,7,4,1,1,4,4,5,4,1,3,4,4,3,4,3,4,4,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,1,9,1,9,1,9,1,9,1,9,1,1,5,1,9,1,9,1,1,3,5,1,1,7,5,7,1,1,1,1,3,7,5,4,5,3,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,6,2,28,white,1,1,1,1,1,1,8522
R_31mU56ndDBGgDY8,Default Response Set,Anonymous,,,169.139.19.126,0,2018-05-08 11:36,2018-05-08 11:38,1,1,3,6,4,3,4,4,4,4,2,2,4,5,5,3,4,5,4,5,4,4,3,3,3,3,4,4,3,2,2,3,3,3,4,3,3,4,3,2,4,5,5,4,4,4,5,4,5,5,4,3,5,5,3,6,6,5,6,6,6,4,7,7,5,5,5,7,5,5,7,3,4,5,5,6,5,4,5,6,6,4,4,4,5,5,4,4,5,5,3,6,5,3,4,4,4,4,3,4,3,1,1,1,1,1,1,1,1,26,black ,1,4,4,4,2,1,7404
R_1XJgqtHpqnmYjqF,Default Response Set,Anonymous,,,75.133.133.32,0,2018-05-08 11:28,2018-05-08 11:38,1,1,7,7,7,1,1,1,1,4,7,4,4,1,4,1,1,1,1,5,1,7,3,1,1,1,1,5,3,1,1,3,1,4,3,3,3,3,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,1,8,1,9,1,9,1,9,1,9,1,1,1,1,9,1,7,1,1,5,4,1,1,5,1,7,2,1,1,7,7,7,3,3,4,1,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,6,2,48,white,4,4,4,4,2,1,6930
R_3QEn4WubJ52NIWl,Default Response Set,Anonymous,,,74.105.129.131,0,2018-05-08 11:28,2018-05-08 11:38,1,1,5,5,3,1,1,1,1,6,6,5,4,3,4,3,3,6,6,1,3,5,2,1,3,3,4,3,4,3,2,4,1,4,2,4,2,4,4,4,2,2,5,3,5,2,4,5,1,6,1,5,1,1,3,7,6,4,5,6,4,6,3,4,3,4,6,3,6,5,4,6,5,2,6,6,5,2,4,5,5,3,3,3,3,2,5,6,5,5,3,7,5,5,5,3,1,4,4,4,3,3,3,2,2,1,1,1,2,48,white,10,4,3,5,2,1,5413
R_6Ea1R7bK4m2MR2N,Default Response Set,Anonymous,,,204.195.1.246,0,2018-05-08 11:31,2018-05-08 11:38,1,1,5,6,5,3,1,1,1,5,6,2,6,3,5,1,1,7,1,3,1,7,2,3,3,3,4,4,4,3,2,3,2,4,3,4,2,3,3,4,3,3,1,1,6,1,6,6,1,7,1,6,1,1,6,4,7,1,8,6,7,5,2,1,7,4,6,6,5,8,2,3,2,1,4,5,5,4,5,2,6,5,4,5,2,6,6,7,5,5,5,5,7,3,4,1,4,3,4,1,3,3,3,4,4,1,1,3,2,42,Caucasian,7,2,2,3,1,1,8615
